	ncbitaxon	rhea	predicate	chebi	uniprotkb
1021	NCBITaxon:2217816	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7V7HWL0
1022	NCBITaxon:2049048	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X8V8N8
1023	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X8WBI1
1024	NCBITaxon:1891238	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X8XL50
1025	NCBITaxon:2093811	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X8YPV8
1026	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X9CK46
1027	NCBITaxon:2049431	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X9CNW7
1028	NCBITaxon:1297750	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1M4YSV0
1029	NCBITaxon:310297	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1Q6G6X5
1030	NCBITaxon:1897032	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1Q6RCR3
1031	NCBITaxon:1811718	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V5DX88
1032	NCBITaxon:1811712	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V5DCJ4
1033	NCBITaxon:1852817	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V5HB89
1035	NCBITaxon:1898209	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C6CBI0
1036	NCBITaxon:1898104	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C6ASZ2
1037	NCBITaxon:2699752	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C6BR67
1039	NCBITaxon:1484479	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A069EYK4
1040	NCBITaxon:1564681	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0U3NLL4
1041	NCBITaxon:2838622	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D2CDX9
1042	NCBITaxon:2838766	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D2DCR9
1043	NCBITaxon:2838595	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D2E4S6
1044	NCBITaxon:1898203	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D8X358
1045	NCBITaxon:1898204	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9E5S367
1046	NCBITaxon:2937417	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9X2SWS2
1047	NCBITaxon:1396	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9X9A522
1048	NCBITaxon:1034346	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A318KPH2
1049	NCBITaxon:2053303	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A351HP83
1050	NCBITaxon:46610	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A351WV28
1051	NCBITaxon:1898207	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A358PI75
1052	NCBITaxon:1917180	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A398B891
1053	NCBITaxon:1428	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9X5N305
1054	NCBITaxon:475791	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9X6FN52
1055	NCBITaxon:180862	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9X6JDP6
1056	NCBITaxon:64104	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0AA91ZVM9
1057	NCBITaxon:3085339	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0AAE4ZVV4
1058	NCBITaxon:1805053	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1J5BRI3
1059	NCBITaxon:1123349	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1M6R1X9
1060	NCBITaxon:1866936	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V5URB9
1061	NCBITaxon:130788	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A562JHP0
1062	NCBITaxon:885957	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A5K7ZGU5
1064	NCBITaxon:1385514	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0A2T711
1065	NCBITaxon:1415775	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0A7FYL7
1066	NCBITaxon:1321606	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0A8X2E8
1067	NCBITaxon:817	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0I9SCV2
1068	NCBITaxon:1326968	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0P7H6S6
1069	NCBITaxon:310298	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A412GXX0
1070	NCBITaxon:2293856	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A424Y3L7
1071	NCBITaxon:2283627	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A425XXA1
1072	NCBITaxon:2011094	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A425VXB7
1073	NCBITaxon:2499688	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A437KEH0
1076	NCBITaxon:1736	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0AAC9QXY4
1077	NCBITaxon:290402	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A6M0I6
1078	NCBITaxon:649639	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:E6TXR9
1079	NCBITaxon:866895	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:I0JNT2
1080	NCBITaxon:1898104	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C0ZPF6
1081	NCBITaxon:2606708	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6N7XM85
1082	NCBITaxon:1869227	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C1DEJ7
1084	NCBITaxon:1898104	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7Y7NFC6
1085	NCBITaxon:2053614	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A847ZAM1
1086	NCBITaxon:2049045	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A847Z414
1087	NCBITaxon:2053728	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N5G6Y5
1088	NCBITaxon:2066052	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N5FVT0
1089	NCBITaxon:1509	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7U4JS50
1090	NCBITaxon:1898104	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7V5GU35
1091	NCBITaxon:1898104	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7V5PB58
1093	NCBITaxon:2606638	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X2TRY2
1094	NCBITaxon:1869227	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X7XRN8
1095	NCBITaxon:2073116	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X7YFF8
1096	NCBITaxon:2030800	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X8A371
1097	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X8BQE7
1098	NCBITaxon:2049431	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X8D0S0
1099	NCBITaxon:2049431	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X8E7F4
1100	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X8FMZ3
1101	NCBITaxon:1755	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A831JPT0
1102	NCBITaxon:1703428	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0S8KD97
1103	NCBITaxon:1703426	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0S8J240
1104	NCBITaxon:1182568	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A172TAI1
1105	NCBITaxon:1221500	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A168W3Z4
1108	NCBITaxon:1226322	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0AA37A924
1109	NCBITaxon:3070661	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0AA51GT74
1110	NCBITaxon:2184082	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2V4A0G8
1111	NCBITaxon:1945593	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A350TJ60
1112	NCBITaxon:1945593	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A350TMI1
1113	NCBITaxon:1898207	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A350UB10
1114	NCBITaxon:1898204	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A355WD53
1115	NCBITaxon:2305244	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A373DF59
1116	NCBITaxon:60133	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A379G918
1117	NCBITaxon:853	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A943IU77
1118	NCBITaxon:1506	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A943LEI6
1119	NCBITaxon:2023260	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A943U0N0
1120	NCBITaxon:2026780	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A952B6U6
1121	NCBITaxon:2013837	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N1RMN5
1122	NCBITaxon:2013837	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N1RTF6
1123	NCBITaxon:2013839	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N1R6Z5
1124	NCBITaxon:2013834	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N1SPB7
1125	NCBITaxon:1492	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2S7F627
1126	NCBITaxon:2268201	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A832JLU1
1127	NCBITaxon:60453	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A849DKC8
1128	NCBITaxon:1879010	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A8T3KQC0
1129	NCBITaxon:1933926	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3C0JKH5
1130	NCBITaxon:2053509	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3C0LB37
1132	NCBITaxon:28121	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3C0J524
1133	NCBITaxon:1945593	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3D2YH26
1135	NCBITaxon:1898104	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3N5NCI4
1136	NCBITaxon:1869227	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A894KHG5
1137	NCBITaxon:2799563	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A8S0YIM2
1139	NCBITaxon:1553	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A923EC00
1140	NCBITaxon:9606	RHEA:40475	biolink:has_participant	CHEBI:17968	UniprotKB:Q9Y5X9
1142	NCBITaxon:9606	RHEA:45248	biolink:has_participant	CHEBI:17968	UniprotKB:D9IX63
1143	NCBITaxon:9606	RHEA:72951	biolink:has_participant	CHEBI:17968	UniprotKB:B2R9H8
1144	NCBITaxon:9606	RHEA:45248	biolink:has_participant	CHEBI:17968	UniprotKB:E7EWI4
1145	NCBITaxon:9606	RHEA:40475	biolink:has_participant	CHEBI:17968	UniprotKB:B4DTR8
1146	NCBITaxon:1499967	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A081C8X4
1147	NCBITaxon:1487923	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A099SDI8
1148	NCBITaxon:1379739	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0D0ZUD2
1149	NCBITaxon:1428449	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0H2SAZ4
1151	NCBITaxon:2053494	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6I7NRE0
1152	NCBITaxon:1898206	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6I7PEP9
1153	NCBITaxon:2217818	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6I7Y1D7
1154	NCBITaxon:2799560	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6S6XMR9
1155	NCBITaxon:1962856	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C2FIG1
1156	NCBITaxon:1263003	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:R5SHB5
1157	NCBITaxon:1262909	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:R5NQ77
1159	NCBITaxon:2049048	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A350II24
1160	NCBITaxon:1898206	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A350PVA5
1161	NCBITaxon:1297424	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A369AKP0
1162	NCBITaxon:55509	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A923A004
1163	NCBITaxon:2067991	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A923CIZ4
1165	NCBITaxon:2023870	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A931EMM3
1166	NCBITaxon:208480	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1Q5PZM7
1167	NCBITaxon:255247	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V3G3U1
1168	NCBITaxon:70258	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A239U1Z8
1169	NCBITaxon:1491	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6M0SX10
1170	NCBITaxon:2584660	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6N7STT8
1171	NCBITaxon:2026780	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C3EPN1
1172	NCBITaxon:2682977	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C9I0E3
1173	NCBITaxon:49338	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A098B582
1174	NCBITaxon:162	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0B7GYD7
1175	NCBITaxon:690567	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0E4C828
1176	NCBITaxon:690567	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0E4G963
1177	NCBITaxon:1428449	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0H2SV39
1178	NCBITaxon:690567	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0E4GCX2
1179	NCBITaxon:690567	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0E4GUF9
1180	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3D2HHL4
1181	NCBITaxon:1945593	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3D2I858
1182	NCBITaxon:1578198	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A417YVU1
1183	NCBITaxon:1879010	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970J4K7
1184	NCBITaxon:2093811	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970K9T0
1185	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970KES2
1186	NCBITaxon:1898207	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970LJ18
1187	NCBITaxon:2053610	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D5N2L6
1188	NCBITaxon:2840897	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D9IBN7
1189	NCBITaxon:2840759	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D9J508
1190	NCBITaxon:2840763	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D9NIP7
1191	NCBITaxon:2026760	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D9GQ50
1192	NCBITaxon:2735568	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D9MAP0
1193	NCBITaxon:2840762	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D9NF49
1194	NCBITaxon:2763667	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7G9GFZ3
1195	NCBITaxon:225084	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7G9RYY0
1196	NCBITaxon:2766537	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7G9WKF6
1197	NCBITaxon:1898207	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7S7EQC3
1198	NCBITaxon:1898207	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7S7EPJ0
1199	NCBITaxon:28125	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A137T0R6
1200	NCBITaxon:1797315	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1F3BXH7
1201	NCBITaxon:1797313	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1F3F966
1202	NCBITaxon:1797333	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1F3GDG8
1203	NCBITaxon:1797330	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1F3H0R4
1204	NCBITaxon:1797342	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1F3K5P0
1205	NCBITaxon:1797343	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1F3KSC7
1206	NCBITaxon:1797925	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1F9QB68
1207	NCBITaxon:1797961	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1F9XLV2
1209	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A972BAI4
1210	NCBITaxon:2268206	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A972E333
1211	NCBITaxon:2810514	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A975KQ97
1212	NCBITaxon:2053555	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9E0NPE0
1213	NCBITaxon:291989	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A5S5AY52
1214	NCBITaxon:2053689	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A660QTY6
1215	NCBITaxon:28240	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A660R939
1216	NCBITaxon:2202144	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A660TR92
1217	NCBITaxon:227866	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6H0WM33
1218	NCBITaxon:1404	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6H1P8G8
1219	NCBITaxon:1198232	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:S5TWH5
1220	NCBITaxon:1921421	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:S5ZEK0
1221	NCBITaxon:1220594	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A023DDV1
1222	NCBITaxon:1629714	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0F2S9H3
1223	NCBITaxon:1705566	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0M5JMJ7
1224	NCBITaxon:2202254	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2Z3JF63
1226	NCBITaxon:1898207	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A352SXZ5
1227	NCBITaxon:1945593	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A352RM52
1228	NCBITaxon:2283384	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A369Y0A0
1229	NCBITaxon:2052179	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A942G9K4
1230	NCBITaxon:2053307	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A942LIB7
1231	NCBITaxon:2093811	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970G6N4
1232	NCBITaxon:2093811	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970G741
1233	NCBITaxon:1879010	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970VMP1
1234	NCBITaxon:1879010	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970VPQ6
1235	NCBITaxon:2093811	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970XN26
1236	NCBITaxon:1898209	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970X056
1237	NCBITaxon:2033496	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2C2VHC6
1238	NCBITaxon:39481	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2G7HH40
1240	NCBITaxon:2830655	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A8T4JRP5
1242	NCBITaxon:1121117	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1H8DT17
1243	NCBITaxon:1173111	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1H8EPZ9
1244	NCBITaxon:2606626	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6L5XDM6
1245	NCBITaxon:2652293	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6L5Y637
1246	NCBITaxon:2666132	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6N3I9B0
1248	NCBITaxon:2202144	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C4T3M5
1249	NCBITaxon:1121439	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:S7TB96
1250	NCBITaxon:1227276	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:U2KRS6
1251	NCBITaxon:2486576	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3N0HYT2
1252	NCBITaxon:2490854	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3S0RMS1
1253	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A971XIE2
1254	NCBITaxon:2049431	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A971MCH3
1255	NCBITaxon:2268192	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A972RZ58
1256	NCBITaxon:2796927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9C7BFE0
1257	NCBITaxon:2045441	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2M9HG42
1259	NCBITaxon:1122155	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1M4SVS0
1260	NCBITaxon:1122195	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1M4UAX3
1261	NCBITaxon:1121457	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1N6FJE7
1264	NCBITaxon:1115758	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V1HZ98
1265	NCBITaxon:1852884	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V5YC56
1266	NCBITaxon:1852883	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V6A7V2
1267	NCBITaxon:1852919	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V6BC16
1268	NCBITaxon:1852847	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V6F4T9
1269	NCBITaxon:1965591	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1Y4GJI7
1270	NCBITaxon:501571	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1Y4LLZ5
1272	NCBITaxon:2093793	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A661TKV9
1273	NCBITaxon:2700081	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6B9YE11
1274	NCBITaxon:660470	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:I2F561
1275	NCBITaxon:1053201	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:J9C649
1276	NCBITaxon:313627	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:Q2B5N1
1277	NCBITaxon:56780	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:Q2LV35
1278	NCBITaxon:1262695	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:R6YAF4
1279	NCBITaxon:1235786	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:R9HP41
1280	NCBITaxon:1256908	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:U2RFZ8
1281	NCBITaxon:1321820	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:U2S240
1282	NCBITaxon:1265820	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:W7C573
1283	NCBITaxon:1265816	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:W7DG21
1284	NCBITaxon:1307436	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:W7L5Q7
1285	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3D0HRL1
1286	NCBITaxon:1898207	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3D4MV01
1287	NCBITaxon:1898207	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3D4QU43
